Name,Formula,Exact_Mass_Calc,F_Count,Is_PFAS,PFAS_Structure_Class,Structure_Class,Instrument,Use_Category,CAS_or_Identifier,SMILES
L-PFHpS,C7HF15O3S,449.9406882,15,Yes,PFSA,Highly-fluorinated chain,LC,Unknown,206-800-8,C(C(C(C(F)(F)F)(F)F)(F)F)(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F
br-PFOS,C8HF17O3S,499.9374946,17,Yes,PFSA,Highly-fluorinated chain,LC,Fluorochemical / Surfactant,1763-23-1,C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F
L-PFNS,C9HF19O3S,549.9343011,19,Yes,PFSA,Highly-fluorinated chain,LC,Unknown,474511-07-4,C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(F)F
L-PFDS,C10HF21O3S,599.9311075,21,Yes,PFSA,Highly-fluorinated chain,LC,Unknown,335-77-3,C(C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(F)F)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F
FBSA,C4H2F9NO2S,298.9662533,9,Yes,Sulfonamide,Highly-fluorinated chain,LC,Unknown,816-392-9,C(C(C(F)(F)S(=O)(=O)N)(F)F)(C(F)(F)F)(F)F
FHxSA,C6H2F13NO2S,398.9598662,13,Yes,Sulfonamide,Highly-fluorinated chain,LC,Unknown,41997-13-1,C(C(C(C(F)(F)S(=O)(=O)N)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F
FOSA,C8H2F17NO2S,498.953479,17,Yes,Sulfonamide,Highly-fluorinated chain,LC,Unknown,754-91-6,C(C(C(C(C(F)(F)S(=O)(=O)N)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F
MeFOSAA,C11H6F17NO4S,570.9746084,17,Yes,PFCA,Highly-fluorinated chain,LC,Unknown,2355-31-9,CN(CC(=O)O)S(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
EtFOSAA,C12H8F17NO4S,584.9902585,17,Yes,Sulfonamide,Highly-fluorinated chain,LC,Unknown,2991-50-6,CCN(CC(=O)O)S(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
4:2 FTSA,C6H5F9O3S,327.981569,9,Yes,FTSA,Highly-fluorinated chain,LC,Unknown,816-391-3,C(CS(=O)(=O)O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F
6:2 FTSA,C8H5F13O3S,427.9751819,13,Yes,FTSA,Highly-fluorinated chain,LC,Unknown,248-580-6,C(CS(=O)(=O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
8:2 FTSA,C10H5F17O3S,527.9687948,17,Yes,FTSA,Highly-fluorinated chain,LC,Unknown,39108-34-4,C(CS(=O)(=O)O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
3:3 FTCA,C6H5F7O2,242.0177769,7,Yes,FTCA,Highly-fluorinated chain,LC,Unknown,356-02-5,C(CC(C(C(F)(F)F)(F)F)(F)F)C(=O)O
5:3 FTCA,C8H5F11O2,342.0113898,11,Yes,FTCA,Highly-fluorinated chain,LC,Unknown,811-572-3,C(CC(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)O
7:3 FTCA,C10H5F15O2,442.0050027,15,Yes,FTCA,Highly-fluorinated chain,LC,Unknown,812-70-4,C(CC(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)O
NaDONA,C7HF12NaO4,399.9580914,12,Yes,PFCA,Highly-fluorinated chain,LC,Unknown,2250081-67-3,C(C(C(=O)[O-])(F)F)(OC(C(C(OC(F)(F)F)(F)F)(F)F)(F)F)F.[Na+]
6:2 Cl-PFESA,C8HClF16O4S,531.9028587,16,Yes,PFSA,Highly-fluorinated chain,LC,Unknown,756426-58-1,C(C(C(C(F)(F)Cl)(F)F)(F)F)(C(C(OC(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(F)F
8:2 Cl-PFESA,C10HClF20O4S,631.8964716,20,Yes,PFSA,Highly-fluorinated chain,LC,Unknown,763051-92-9,C(C(C(C(C(F)(F)Cl)(F)F)(F)F)(F)F)(C(C(C(OC(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F
6:2 diPAP,C16H9F26O4P,789.9823291,26,Yes,diPAP,Highly-fluorinated chain,LC,Unknown,975-653-6,C(COP(=O)(O)OCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
8:2 diPAP,C20H9F34O4P,989.9695549,34,Yes,diPAP,Highly-fluorinated chain,LC,Unknown,678-41-1,C(COP(=O)(O)OCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
diSAmPAP,C24H19F34N2O8PS2,1203.977754,34,Yes,Sulfonamide,Highly-fluorinated chain,LC,Unknown,2965-52-8,CCN(CCOP(=O)(O)OCCN(CC)S(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)S(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
6:6 PFPi,C12HF26O2P,701.9298996,26,Yes,Other PFAS,Highly-fluorinated chain,LC,Unknown,40143-77-9,C(C(C(C(F)(F)P(=O)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F
6:8 PFPi,C14HF30O2P,801.9235125,30,Yes,Other PFAS,Highly-fluorinated chain,LC,Unknown,610800-34-5,C(C(C(C(C(F)(F)P(=O)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F
8:8 PFPi,C16HF34O2P,901.9171254,34,Yes,Other PFAS,Highly-fluorinated chain,LC,Unknown,40143-79-1,C(C(C(C(C(F)(F)P(=O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F
GenX,C6HF11O3,329.9750043,11,Yes,PFCA,Highly-fluorinated chain,LC,Fluorochemical / Surfactant,236-236-8,C(=O)(C(C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F)O
"1H,1H,2H,2H-Perfluorohexan-1-ol",C6H5F9O,264.0196688,9,Yes,Other PFAS,Highly-fluorinated chain,GC,Fluorochemical / Surfactant,2043-47-2,C(CO)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F
"1H,1H,2H,2H-Perfluorooctan-1-ol",C8H5F13O,364.0132816,13,Yes,Other PFAS,Highly-fluorinated chain,GC,Fluorochemical / Surfactant,647-42-7,C(CO)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"1H,1H,2H,2H-Perfluorodecan-1-ol",C10H5F17O,464.0068945,17,Yes,Other PFAS,Highly-fluorinated chain,GC,Fluorochemical / Surfactant,678-39-7,C(CO)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"1H,1H,2H,2H-Perfluoro-1-dodecanol",C12H5F21O,564.0005074,21,Yes,Other PFAS,Highly-fluorinated chain,GC,Fluorochemical / Surfactant,865-86-1,C(CO)C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"1H,1H,2H,2H-Perfluorohexyl acrylate",C9H7F9O2,318.0302334,9,Yes,Other PFAS,Highly-fluorinated chain,LC,Fluorochemical / Surfactant,808-163-7,C=CC(=O)OCCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F
"1H,1H,2H,2H-Perfluorooctyl acrylate",C11H7F13O2,418.0238463,13,Yes,Other PFAS,Highly-fluorinated chain,GC,Fluorochemical / Surfactant,17527-29-6,C=CC(=O)OCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"1H,1H,2H,2H-Heptadecafluorodecyl acrylate",C13H7F17O2,518.0174592,17,Yes,Other PFAS,Highly-fluorinated chain,GC,Fluorochemical / Surfactant,27905-45-9,C=CC(=O)OCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
2-(Perfluorodecyl)ethyl acrylate,C15H7F21O2,618.0110721,21,Yes,Other PFAS,Highly-fluorinated chain,GC,Fluorochemical / Surfactant,17741-60-5,C=CC(=O)OCCC(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"1H,1H,2H,2H-Perfluorohexyl methacrylate",C10H9F9O2,332.0458835,9,Yes,Other PFAS,Other,LC,Fluorochemical / Surfactant,217-287-5,CC(=C)C(=O)OCCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F
"1H,1H,2H,2H-Perfluorooctyl methacrylate",C12H9F13O2,432.0394964,13,Yes,Other PFAS,Highly-fluorinated chain,LC,Fluorochemical / Surfactant,218-407-9,CC(=C)C(=O)OCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"1H,1H,2H,2H-Perfluorodecyl methacrylate",C14H9F17O2,532.0331093,17,Yes,Other PFAS,Highly-fluorinated chain,LC,Fluorochemical / Surfactant,217-877-2,CC(=C)C(=O)OCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
Fluoxetine,C17H18F3NO,309.1340489,3,Yes,Other PFAS,Aromatic,LC,Pharmaceutical,54910-89-3,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F
Norfluoxetine,C16H16F3NO,295.1183988,3,Yes,Other PFAS,Aromatic,LC,Pharmaceutical,83891-03-6,C1=CC=C(C=C1)C(CCN)OC2=CC=C(C=C2)C(F)(F)F
Flufenamic acid,C14H10F3NO2,281.0663632,3,Yes,Other PFAS,Aromatic,LC,Industrial Intermediate,530-78-9,C1=CC=C(C(=C1)C(=O)O)NC2=CC=CC(=C2)C(F)(F)F
Teriflunomide,C12H9F3N2O2,270.0616122,3,Yes,Other PFAS,Aromatic,LC,Unknown,163451-81-8,C/C(=C(\C#N)/C(=O)NC1=CC=C(C=C1)C(F)(F)F)/O
Fipronil,C12H4Cl2F6N4OS,435.9387064,6,Yes,Other PFAS,Aromatic,LC,Unknown,120068-37-3,C1=C(C=C(C(=C1Cl)N2C(=C(C(=N2)C#N)S(=O)C(F)(F)F)N)Cl)C(F)(F)F
Trifluralin,C13H16F3N3O4,335.1092907,3,Yes,Other PFAS,Aromatic,LC,Unknown,1582-09-8,CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-]
Flufenacet,C14H13F4N3O2S,363.0664605,4,Yes,Other PFAS,Aromatic,LC,Unknown,142459-58-3,CC(C)N(C1=CC=C(C=C1)F)C(=O)COC2=NN=C(S2)C(F)(F)F
Celecoxib,C17H14F3N3O2S,381.0758823,3,Yes,Sulfonamide,Aromatic,LC,Unknown,169590-42-5,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F
Oxyfluorfen,C15H11ClF3NO4,361.0328702,3,Yes,Other PFAS,Aromatic,LC,Unknown,42874-03-3,CCOC1=C(C=CC(=C1)OC2=C(C=C(C=C2)C(F)(F)F)Cl)[N+](=O)[O-]
Fomesafen,C15H10ClF3N2O6S,437.9900194,3,Yes,Sulfonamide,Aromatic,LC,Unknown,72178-02-0,CS(=O)(=O)NC(=O)C1=C(C=CC(=C1)OC2=C(C=C(C=C2)C(F)(F)F)Cl)[N+](=O)[O-]
Sitagliptin,C16H15F6N5O,407.1180794,6,Yes,Other PFAS,Aromatic,LC,Unknown,486460-32-6,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)C[C@@H](CC3=CC(=C(C=C3F)F)F)N
Diflufenican,C19H11F5N2O2,394.0740687,5,Yes,Other PFAS,Aromatic,LC,Pesticide,83164-33-4,C1=CC(=CC(=C1)OC2=C(C=CC=N2)C(=O)NC3=C(C=C(C=C3)F)F)C(F)(F)F
Fluazinam,C13H4Cl2F6N4O4,463.9513793,6,Yes,Other PFAS,Aromatic,LC,Unknown,79622-59-6,C1=C(C=NC(=C1Cl)NC2=C(C=C(C(=C2[N+](=O)[O-])Cl)C(F)(F)F)[N+](=O)[O-])C(F)(F)F
Isoxaflutole,C15H12F3NO4S,359.0439135,3,Yes,Other PFAS,Aromatic,LC,Pesticide,141112-29-0,CS(=O)(=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C2=C(ON=C2)C3CC3
Fluometuron,C10H11F3N2O,232.0823476,3,Yes,Other PFAS,Aromatic,LC,Unknown,2164-17-2,CN(C)C(=O)NC1=CC=CC(=C1)C(F)(F)F
Penoxsulam,C16H14F5N5O5S,483.0635806,5,Yes,Sulfonamide,Aromatic,LC,Unknown,219714-96-2,COC1=CN=C(N2C1=NC(=N2)NS(=O)(=O)C3=C(C=CC=C3OCC(F)F)C(F)(F)F)OC
Fluazifop-P-butyl,C19H20F3NO4,383.1344428,3,Yes,Other PFAS,Aromatic,LC,Unknown,79241-46-6,CCCCOC(=O)[C@@H](C)OC1=CC=C(C=C1)OC2=NC=C(C=C2)C(F)(F)F
"1H,1H,2H,2H-Perfluorohexyl methacrylate",C10H9F9O2,332.0542,9,Yes,Other PFAS,Highly-fluorinated chain,GC,Industrial Intermediate,1799-84-4,CC(=C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2-(Perfluorohexyl)ethyl methacrylate,C12H9F13O2,432.0552,13,Yes,Other PFAS,Highly-fluorinated chain,GC,Industrial Intermediate,2144-53-8,CC(=C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2-(Perfluorooctyl)ethyl methacrylate,C14H9F17O2,532.0562,17,Yes,Other PFAS,Highly-fluorinated chain,GC,Industrial Intermediate,1996-88-9,CC(=C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2-(Perfluorobutyl)ethyl acrylate,C9H7F9O2,318.0385,9,Yes,Other PFAS,Highly-fluorinated chain,GC,Industrial Intermediate,52591-27-2,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOC(=O)C=C
